path,breed,split,role,is_grayscale,cluster_key
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0405.jpg,holstein-friesian,train,unique,False,holstein-friesian_410
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0407.jpg,holstein-friesian,train,unique,False,holstein-friesian_411
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0408.jpg,holstein-friesian,val,unique,False,holstein-friesian_412
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0410.jpg,holstein-friesian,test,unique,False,holstein-friesian_413
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0411.jpg,holstein-friesian,train,unique,False,holstein-friesian_414
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0412.jpg,holstein-friesian,train,unique,False,holstein-friesian_415
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0413.jpg,holstein-friesian,train,unique,False,holstein-friesian_416
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0414.jpg,holstein-friesian,train,unique,False,holstein-friesian_417
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0415.jpg,holstein-friesian,train,unique,True,holstein-friesian_418
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0416.jpg,holstein-friesian,train,unique,False,holstein-friesian_419
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0417.jpg,holstein-friesian,train,unique,False,holstein-friesian_420
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0418.jpg,holstein-friesian,train,unique,False,holstein-friesian_421
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0420.jpg,holstein-friesian,val,unique,False,holstein-friesian_422
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0421.jpg,holstein-friesian,train,unique,False,holstein-friesian_423
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0422.jpg,holstein-friesian,train,unique,False,holstein-friesian_424
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0423.jpg,holstein-friesian,test,unique,False,holstein-friesian_425
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0424.jpg,holstein-friesian,train,unique,False,holstein-friesian_426
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0425.jpg,holstein-friesian,train,unique,False,holstein-friesian_427
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0426.jpg,holstein-friesian,train,unique,False,holstein-friesian_428
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0428.jpg,holstein-friesian,test,unique,False,holstein-friesian_429
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0430.jpg,holstein-friesian,train,unique,False,holstein-friesian_430
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0433.jpg,holstein-friesian,train,unique,False,holstein-friesian_431
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0434.jpg,holstein-friesian,train,unique,False,holstein-friesian_432
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0435.jpg,holstein-friesian,train,unique,False,holstein-friesian_433
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0436.jpg,holstein-friesian,train,unique,False,holstein-friesian_434
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0437.jpg,holstein-friesian,train,unique,False,holstein-friesian_435
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0438.jpg,holstein-friesian,train,unique,False,holstein-friesian_436
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0439.jpg,holstein-friesian,test,unique,True,holstein-friesian_437
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0440.jpg,holstein-friesian,test,unique,False,holstein-friesian_438
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0442.jpg,holstein-friesian,val,unique,False,holstein-friesian_439
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0443.jpg,holstein-friesian,train,unique,False,holstein-friesian_440
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0444.jpg,holstein-friesian,train,unique,False,holstein-friesian_441
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0446.jpg,holstein-friesian,train,unique,False,holstein-friesian_442
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0447.jpg,holstein-friesian,train,unique,False,holstein-friesian_443
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0448.jpg,holstein-friesian,train,unique,False,holstein-friesian_444
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0449.jpg,holstein-friesian,train,unique,False,holstein-friesian_445
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0450.jpg,holstein-friesian,train,unique,False,holstein-friesian_446
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0451.jpg,holstein-friesian,train,unique,False,holstein-friesian_447
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0452.jpg,holstein-friesian,test,unique,False,holstein-friesian_448
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0453.jpg,holstein-friesian,train,unique,False,holstein-friesian_449
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0455.jpg,holstein-friesian,train,unique,False,holstein-friesian_450
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0456.jpg,holstein-friesian,train,unique,False,holstein-friesian_451
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0457.jpg,holstein-friesian,val,unique,False,holstein-friesian_452
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0458.jpg,holstein-friesian,train,unique,False,holstein-friesian_453
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0459.jpg,holstein-friesian,test,unique,False,holstein-friesian_454
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0460.jpg,holstein-friesian,train,unique,False,holstein-friesian_455
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0461.jpg,holstein-friesian,train,unique,False,holstein-friesian_456
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0462.jpg,holstein-friesian,train,unique,False,holstein-friesian_457
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0463.jpg,holstein-friesian,train,unique,False,holstein-friesian_458
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0465.jpg,holstein-friesian,train,unique,False,holstein-friesian_459
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0466.jpg,holstein-friesian,train,unique,False,holstein-friesian_460
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0467.jpg,holstein-friesian,train,unique,False,holstein-friesian_461
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0469.jpg,holstein-friesian,train,unique,False,holstein-friesian_462
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0471.jpg,holstein-friesian,train,unique,True,holstein-friesian_463
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0472.jpg,holstein-friesian,train,unique,False,holstein-friesian_464
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0476.jpg,holstein-friesian,val,unique,False,holstein-friesian_465
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0477.jpg,holstein-friesian,train,unique,False,holstein-friesian_466
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0481.jpg,holstein-friesian,train,unique,True,holstein-friesian_467
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0482.jpg,holstein-friesian,train,unique,False,holstein-friesian_468
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0483.jpg,holstein-friesian,train,unique,False,holstein-friesian_469
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0486.jpg,holstein-friesian,train,unique,False,holstein-friesian_470
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0488.jpg,holstein-friesian,val,unique,False,holstein-friesian_471
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0490.jpg,holstein-friesian,train,unique,False,holstein-friesian_472
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0492.jpg,holstein-friesian,train,unique,False,holstein-friesian_473
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0493.jpg,holstein-friesian,val,unique,False,holstein-friesian_474
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0494.jpg,holstein-friesian,train,unique,False,holstein-friesian_475
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0495.jpg,holstein-friesian,train,unique,True,holstein-friesian_476
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0497.jpg,holstein-friesian,train,unique,False,holstein-friesian_477
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0498.jpg,holstein-friesian,train,unique,False,holstein-friesian_478
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0499.jpg,holstein-friesian,train,unique,False,holstein-friesian_479
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0501.jpg,holstein-friesian,train,unique,False,holstein-friesian_480
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0502.jpg,holstein-friesian,test,unique,False,holstein-friesian_481
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0504.jpg,holstein-friesian,train,unique,False,holstein-friesian_482
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0505.jpg,holstein-friesian,test,unique,False,holstein-friesian_483
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0507.jpg,holstein-friesian,val,unique,False,holstein-friesian_484
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0509.jpg,holstein-friesian,train,unique,True,holstein-friesian_485
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0511.jpg,holstein-friesian,train,unique,True,holstein-friesian_486
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0512.jpg,holstein-friesian,train,unique,False,holstein-friesian_487
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0513.jpg,holstein-friesian,test,unique,False,holstein-friesian_488
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0514.jpg,holstein-friesian,train,unique,False,holstein-friesian_489
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0515.jpg,holstein-friesian,val,unique,False,holstein-friesian_490
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0517.jpg,holstein-friesian,train,unique,False,holstein-friesian_491
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0518.jpg,holstein-friesian,train,unique,False,holstein-friesian_492
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0519.jpg,holstein-friesian,train,unique,False,holstein-friesian_493
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0520.jpg,holstein-friesian,train,unique,False,holstein-friesian_494
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0523.jpg,holstein-friesian,train,unique,False,holstein-friesian_495
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0524.jpg,holstein-friesian,val,unique,False,holstein-friesian_496
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0525.jpg,holstein-friesian,train,unique,False,holstein-friesian_497
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0526.jpg,holstein-friesian,test,unique,False,holstein-friesian_498
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0527.jpg,holstein-friesian,train,unique,False,holstein-friesian_499
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0529.jpg,holstein-friesian,train,unique,False,holstein-friesian_500
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0532.jpg,holstein-friesian,train,unique,False,holstein-friesian_501
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0533.jpg,holstein-friesian,train,unique,False,holstein-friesian_502
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0536.jpg,holstein-friesian,val,unique,True,holstein-friesian_503
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0537.jpg,holstein-friesian,train,unique,False,holstein-friesian_504
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0538.jpg,holstein-friesian,train,unique,False,holstein-friesian_505
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0539.jpg,holstein-friesian,train,unique,False,holstein-friesian_506
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0540.jpg,holstein-friesian,train,unique,False,holstein-friesian_507
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0541.jpg,holstein-friesian,train,unique,True,holstein-friesian_508
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0542.jpg,holstein-friesian,train,unique,False,holstein-friesian_509
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0544.jpg,holstein-friesian,test,unique,False,holstein-friesian_510
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0546.jpg,holstein-friesian,val,unique,True,holstein-friesian_511
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0547.jpg,holstein-friesian,val,unique,False,holstein-friesian_512
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0548.jpg,holstein-friesian,train,unique,False,holstein-friesian_513
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0553.jpg,holstein-friesian,test,unique,False,holstein-friesian_514
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS04__holstein-friesian_0554.jpg,holstein-friesian,val,unique,True,holstein-friesian_515
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0555.jpg,holstein-friesian,train,unique,False,holstein-friesian_516
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0557.jpg,holstein-friesian,test,unique,False,holstein-friesian_517
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0558.jpg,holstein-friesian,train,unique,False,holstein-friesian_518
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0559.jpg,holstein-friesian,train,unique,True,holstein-friesian_519
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS04__holstein-friesian_0561.jpg,holstein-friesian,test,unique,False,holstein-friesian_520
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0563.jpg,holstein-friesian,train,unique,False,holstein-friesian_521
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0564.jpg,holstein-friesian,train,unique,False,holstein-friesian_522
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0565.jpg,holstein-friesian,train,unique,False,holstein-friesian_523
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS04__holstein-friesian_0566.jpg,holstein-friesian,train,unique,False,holstein-friesian_524
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle10.jpg,holstein-friesian,train,unique,False,holstein-friesian_525
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle100.jpg,holstein-friesian,train,unique,True,holstein-friesian_526
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle102.jpg,holstein-friesian,train,unique,False,holstein-friesian_527
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle103.jpg,holstein-friesian,test,unique,True,holstein-friesian_528
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle105.jpg,holstein-friesian,val,unique,False,holstein-friesian_529
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle106.jpg,holstein-friesian,test,unique,True,holstein-friesian_530
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle107.jpg,holstein-friesian,test,unique,False,holstein-friesian_531
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle108.jpg,holstein-friesian,train,unique,False,holstein-friesian_532
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle109.jpg,holstein-friesian,train,unique,False,holstein-friesian_533
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle11.jpg,holstein-friesian,train,unique,False,holstein-friesian_534
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle110.jpg,holstein-friesian,train,unique,False,holstein-friesian_535
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle111.jpg,holstein-friesian,val,unique,False,holstein-friesian_536
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle112.jpg,holstein-friesian,train,unique,False,holstein-friesian_537
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle114.jpg,holstein-friesian,train,unique,False,holstein-friesian_538
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle115.jpg,holstein-friesian,train,unique,False,holstein-friesian_539
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle116.jpg,holstein-friesian,train,unique,False,holstein-friesian_540
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle117.jpg,holstein-friesian,train,unique,False,holstein-friesian_541
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle118.jpg,holstein-friesian,train,unique,True,holstein-friesian_542
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle12.jpg,holstein-friesian,train,unique,False,holstein-friesian_543
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle120.jpg,holstein-friesian,train,unique,False,holstein-friesian_544
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle121.jpg,holstein-friesian,val,unique,True,holstein-friesian_545
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle123.jpg,holstein-friesian,train,unique,True,holstein-friesian_546
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle125.jpg,holstein-friesian,train,unique,True,holstein-friesian_547
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle126.jpg,holstein-friesian,test,unique,False,holstein-friesian_548
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle127.jpg,holstein-friesian,train,unique,False,holstein-friesian_549
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle129.jpg,holstein-friesian,train,unique,False,holstein-friesian_550
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle13.jpg,holstein-friesian,train,unique,False,holstein-friesian_551
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle131.jpg,holstein-friesian,train,unique,False,holstein-friesian_552
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle132.jpg,holstein-friesian,train,unique,True,holstein-friesian_553
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle133.jpg,holstein-friesian,train,unique,False,holstein-friesian_554
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle134.jpg,holstein-friesian,train,unique,False,holstein-friesian_555
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle135.jpg,holstein-friesian,test,unique,False,holstein-friesian_556
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\test\holstein-friesian\DS07__HolsteinFriesiancattle137.jpg,holstein-friesian,test,unique,False,holstein-friesian_557
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle139.jpg,holstein-friesian,train,unique,True,holstein-friesian_558
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle14.jpg,holstein-friesian,val,unique,False,holstein-friesian_559
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle140.jpg,holstein-friesian,train,unique,False,holstein-friesian_560
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle142.jpg,holstein-friesian,train,unique,False,holstein-friesian_561
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle143.jpg,holstein-friesian,train,unique,False,holstein-friesian_562
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle144.jpg,holstein-friesian,train,unique,False,holstein-friesian_563
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle147.jpg,holstein-friesian,train,unique,False,holstein-friesian_564
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle148.jpg,holstein-friesian,train,unique,False,holstein-friesian_565
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle149.jpg,holstein-friesian,val,unique,False,holstein-friesian_566
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle15.jpg,holstein-friesian,train,unique,True,holstein-friesian_567
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle16.jpg,holstein-friesian,train,unique,False,holstein-friesian_568
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle17.jpg,holstein-friesian,train,unique,False,holstein-friesian_569
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle18.jpg,holstein-friesian,train,unique,False,holstein-friesian_570
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle19.jpg,holstein-friesian,train,unique,False,holstein-friesian_571
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle2.jpg,holstein-friesian,train,unique,False,holstein-friesian_572
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle20.jpg,holstein-friesian,train,unique,False,holstein-friesian_573
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\train\holstein-friesian\DS07__HolsteinFriesiancattle24.jpg,holstein-friesian,train,unique,False,holstein-friesian_574
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\val\holstein-friesian\DS07__HolsteinFriesiancattle25.jpg,holstein-friesian,val,unique,False,holstein-friesian_575
