path,breed,role
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_107.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_108.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_109.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_11.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_110.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_111.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_112.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_113.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_114.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_115.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_116.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_117.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_118.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_119.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_12.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_121.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_122.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_123.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_124.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_125.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_126.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_127.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_128.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_13.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_130.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_131.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_132.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_133.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_135.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_136.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_137.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_138.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_139.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_14.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_141.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_142.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_143.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_144.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_145.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_146.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_147.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_148.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_149.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_15.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_150.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_151.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_152.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_153.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_154.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_156.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_158.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_159.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_16.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_160.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_162.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_163.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_164.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_166.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_167.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_168.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_169.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_17.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_170.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_171.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_173.jpeg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_174.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_175.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_177.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_179.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_18.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_19.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_2.JPG,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_20.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_21.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_22.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_23.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_24.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_26.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_27.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_28.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_29.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_30.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_31.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_32.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_33.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_34.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_35.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_36.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_37.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_39.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_4.JPG,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_40.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_43.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_44.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_45.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_46.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_47.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_48.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_49.jpeg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_5.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_50.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_51.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_53.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_55.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_56.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_57.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_58.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_59.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_60.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_61.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_62.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_63.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_65.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_66.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_67.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_68.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_69.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_7.jpeg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_70.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_71.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_72.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_73.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_74.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_75.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_76.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_77.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_78.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_79.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_80.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_82.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_83.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_84.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_86.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_87.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_88.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_89.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_9.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_90.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_91.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_92.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_93.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_94.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_95.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_98.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_99.jpeg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_1.JPG,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_10.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_100.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_101.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_102.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_103.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_104.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_105.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_106.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_107.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_108.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_109.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_11.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_110.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_111.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_112.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_113.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_114.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_115.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_116.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_117.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_118.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_119.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_12.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_120.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_121.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_122.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_123.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_124.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_125.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_126.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_128.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_129.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_13.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_130.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_131.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_133.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_134.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_136.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_137.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_138.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_139.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_14.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_140.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_142.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_143.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_144.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_145.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_146.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_147.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_148.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_149.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_15.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_150.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_151.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_152.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_153.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_154.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_155.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_156.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_158.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_159.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_16.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_160.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_161.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_162.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_163.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_164.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_165.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_166.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_167.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_168.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_17.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_171.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_172.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_173.jpeg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_175.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_176.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_177.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_178.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_179.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_18.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_19.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_2.JPG,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_20.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_21.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_22.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_23.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_24.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_25.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_26.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_27.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_28.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_29.jpg,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_3.JPG,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_30.png,kankrej,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS03__Kankrej_31.png,kankrej,unique
