path,breed,role
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_76.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_78.png,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_8.jPG,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_80.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_81.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_82.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_84.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_86.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_87.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_88.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_89.png,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_9.jPG,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_92.png,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_94.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_95.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_96.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_98.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS03__Gir_99.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0001.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0002.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0012.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0013.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0015.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0020.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0023.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0025.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0028.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0029.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0030.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0040.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0042.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0043.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0049.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0050.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0053.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0055.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0056.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0057.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0059.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0061.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0062.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0063.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0064.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0066.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0068.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0091.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0097.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0106.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0110.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0121.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0126.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0128.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0133.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0147.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0149.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0152.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0154.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0158.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0161.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0166.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0169.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0172.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0176.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0178.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0183.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0186.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0188.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0194.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0232.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0246.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0247.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0248.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0250.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0251.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0252.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0254.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0255.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0256.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0263.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0264.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0267.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0272.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0273.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0274.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0275.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0283.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0285.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0286.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0288.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0289.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0291.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0293.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0294.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0295.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0297.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0299.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0305.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0311.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0318.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0319.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0323.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0326.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0327.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0330.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0331.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0335.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0337.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0340.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0342.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0349.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0350.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0353.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0362.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0363.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0366.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0377.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0379.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0380.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0381.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0383.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0389.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0390.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0391.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0393.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0424.png,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0426.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0445.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0485.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0538.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0589.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0593.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0599.png,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0621.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0711.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0724.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS04__gir_0734.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-1-_jpeg.rf.0feb449a31dc4ad9ef6330b989f31f02.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-10-_jpeg.rf.f0f4318b7d4fef788e09c5d2bc5af591.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-11-_jpeg.rf.5f81eb3dc5745bb9967e82bfbc525bbc.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-12-_jpeg.rf.26205371b412b34ca942cb9ca350ddf6.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-13-_jpeg.rf.b64eac17de6e198601216cefbff9e9d9.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-2-_jpeg.rf.4f0b56702fbd0428ece84f490638c313.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-3-_jpeg.rf.3e7a3591606bad46049fb4e7a143109d.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-4-_jpeg.rf.fdcc6810dd183b4d26596d8431ca195f.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-5-_jpeg.rf.00f5a5a45a8575c1d893f3484b825e66.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-6-_jpeg.rf.bbf9ffc76d9a8eb9c6165634984e3226.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-7-_jpeg.rf.d94f8b7eb05808e2552420d31ad16792.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-8-_jpeg.rf.db3b3644f57d05699d13418418086695.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download-9-_jpeg.rf.6315d22e14dccf363d414a8cd95690ec.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__download_jpeg.rf.293f9534a2526408891836b861a1a7ae.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-1-_jpeg.rf.ce6b2f2f687e38b62fb96f7f635dabb0.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-10-_jpeg.rf.8cc806336319c4fd2d60ff3bf2464413.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-11-_jpeg.rf.7366c302d0710cdda6edd8326644a0e7.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-12-_jpeg.rf.17635adabea85792fb582872ba769523.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-13-_jpeg.rf.864ad78f0c0b50ee8bef5e9c90f5cc69.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-15-_jpeg.rf.6ee3a4710292730e46e1931b71c1e196.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-16-_jpeg.rf.d0c81ce46beee4431bbb157bd22dc62e.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-17-_jpeg.rf.d7ef4065f97b913923f8c13a716df6ae.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-18-_jpeg.rf.15409331809763540a65e62e6efe2688.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-2-_jpeg.rf.c562ddc68e44eee0d40a8884efb74ef6.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-20-_jpeg.rf.119146bd75cbaedaa2cc96443dca126e.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-21-_jpeg.rf.43879733ccb101f19342660d96a96f5e.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-22-_jpeg.rf.691bb9e8e0379f79a337b46e9a246363.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-23-_jpeg.rf.4f34db5f27ee2acd84a5980830c4f5e6.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-25-_jpeg.rf.8e3170c128221d51cb466780ee87062f.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-26-_jpeg.rf.ad9de77021e90745ef5465aff01af92a.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-27-_jpeg.rf.9e6eb007d8b70ed57e61246f9a63a2d7.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-28-_jpeg.rf.4bf811db964204e8eff3a532f4d7804f.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-29-_jpeg.rf.e24e8a7183f6947a9c60b4413592f375.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-31-_jpeg.rf.1e51c59f38203e84a9defa616262e60e.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-32-_jpeg.rf.05b25a54d6f7e8c28731be2e08320183.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-33-_jpeg.rf.ec883a6f57e4c7b0049ead1cad4c9072.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-6-_jpeg.rf.780076ea39e753c2d5f691cce3e96cf6.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-7-_jpeg.rf.0b3b4611d7a9778a8e4b019466562936.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-8-_jpeg.rf.3b9867b9e333c176116cbffd523d9610.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images-9-_jpeg.rf.ba86b18f6c2eb473e92a0a900d2f5a85.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__images_jpeg.rf.dfb5cdf300a143107c83a3628966c345.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0007_rot15_b0_8_jpg.rf.2b916b9e2c1d72601ce340a149c12737.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0008_rot15_b0_8_jpg.rf.9b94bb4521db7f814ddfbccfa0428429.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0009_rot15_b0_8_jpg.rf.202f09536c03d6a94cdb766da00656f7.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0010_rot15_b0_8_jpg.rf.4ee79b42c02cc5cdab4203d238564b6c.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0011_rot15_b0_8_jpg.rf.93c0423048f84c51ec2bfa79b1af1efb.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0012_rot15_b0_8_jpg.rf.bab150110853f2b78a091a3a3939b105.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0014_rot15_b0_8_jpg.rf.157b973cf2c68224bf699c93d870c209.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0015_rot15_b0_8_jpg.rf.d61f527971c56a9079c5409631e22548.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0016_rot15_b0_8_jpg.rf.ed5950e33b282b4e9f7302cd345a90f3.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0017_rot15_b0_8_jpg.rf.46b0af7f33b43ef5e14f06fbe67fdab3.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0018_rot15_b0_8_jpg.rf.f6c259312a09e31ca1afbc5da1b97935.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0019_rot15_b0_8_jpg.rf.76e7601e35242416ee1953143e3ce3a1.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0020_rot15_b0_8_jpg.rf.9134667c607a99e71503d7969e12a3de.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0021_rot15_b0_8_jpg.rf.e19b7541f714d605ae2956f421f22346.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0022_rot15_b0_8_jpg.rf.90980b83f8cedf5d22b17069bc511649.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0024_rot15_b0_8_jpg.rf.9a6ab65ba9be751f29f75cfb2b806d34.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0025_rot15_b0_8_jpg.rf.0d1e03f8460fe6b217f351776a7e2f9a.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0026_rot15_b0_8_jpg.rf.2e72fda6a741358ae53dcba32162d6fe.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0027_rot15_b0_8_jpg.rf.f2f00a4e9e104af9f70103fea4c2eee6.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0028_rot15_b0_8_jpg.rf.d3cfc9f0c08cf72ed7e9b0952d2b50f9.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0030_rot15_b0_8_jpg.rf.98e1aa2923dc8d59750b9d7019e08eac.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0031_rot15_b0_8_jpg.rf.6d533a61d3ec50674887bf8967075ae1.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0032_rot15_b0_8_jpg.rf.51d19e943a5e230fd9cdca843846234b.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0033_rot15_b0_8_jpg.rf.03cd0d77aff7e58029d22840710f9759.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0034_rot15_b0_8_jpg.rf.0fa4b9a86d79f72c80737f547cb3f7de.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0035_rot15_b0_8_jpg.rf.2fdd32857655ece5d3a1b489bb82a69a.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0036_rot15_b0_8_jpg.rf.37eed3d399aeda4c99410ba197ad8f44.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0037_rot15_b0_8_jpg.rf.e06e8782ff362d2bc63d5d61c411187c.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0038_rot15_b0_8_jpg.rf.09f3622dd1546129561f3db5ad21cfef.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0039_rot15_b0_8_jpg.rf.cdde4fff842f37f097935c04419c1a91.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0040_rot15_b0_8_jpg.rf.3aa46e0d3887a96f3a8732815de3c3bb.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0041_rot15_b0_8_jpg.rf.fe92c88b758d95c182f657ff781807ff.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0043_rot0_b0_8_jpg.rf.352303eb3b84d42bd1f01be3bb7ab78e.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0043_rot15_b0_8_jpg.rf.27961955ed138d316517ff455fc18676.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0044_rot15_b0_8_jpg.rf.7ce5803c133fb41ca482df961beb498f.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0045_rot0_b0_8_jpg.rf.076a408e2b45b14f5a9d09d45546308c.jpg,gir,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS05__IMG-20250911-WA0045_rot15_b0_8_jpg.rf.9d490c44b1398bf9518b5d2ad689375d.jpg,gir,unique
