hash,breed_a,path_a,breed_b,path_b,md5_match,ssim_score,tier
9c8e6b758f1ac134,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_83.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_83.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_83.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_83.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_83.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,0.9912674542454246,high_ssim_match
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0018.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000023.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0034.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_12.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS04__tharparkar_0059.jpeg,False,,comparison_failed
9c8e6b758f1ac134,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS06__Tharparkar_14.jpeg,False,,comparison_failed
9c8e6b758f1ac134,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_278x181_52.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS10__Tharparkar_14.jpeg,False,,comparison_failed
c983267b3f293235,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__image_300x168_64.jpg,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_300x168_58.jpg,False,,comparison_failed
84e363641e9e3e27,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__image_300x168_9.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_299x168_3.jpg,False,,comparison_failed
d3b304f07367acd0,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Indian_Zebu_Cattle_Breeds.jpg,gaolao,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gaolao\DS02__Indian_Zebu_Cattle_Breeds.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0001.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0003.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0005.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0007.jpg,False,,comparison_failed
b29131354f8e4e8f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Kehrigarh_Cow.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0009.jpg,False,,comparison_failed
b29131354f8e4e8f,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0001.jpg,False,,comparison_failed
b29131354f8e4e8f,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0003.jpg,False,,comparison_failed
b29131354f8e4e8f,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0005.jpg,False,,comparison_failed
b29131354f8e4e8f,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0007.jpg,False,,comparison_failed
b29131354f8e4e8f,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0018.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0009.jpg,False,,comparison_failed
d0606567efdcd0c2,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,dagri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_120x84_65.jpg,False,,comparison_failed
d0606567efdcd0c2,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,False,,comparison_failed
d0606567efdcd0c2,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0048.jpg,False,,comparison_failed
d0606567efdcd0c2,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_120x84_1.jpg,False,,comparison_failed
d0606567efdcd0c2,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_120x84_65.jpg,False,,comparison_failed
d0606567efdcd0c2,dagri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_120x84_65.jpg,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,False,,comparison_failed
d0606567efdcd0c2,dagri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_120x84_65.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0048.jpg,False,,comparison_failed
d0606567efdcd0c2,dagri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_120x84_65.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_120x84_1.jpg,False,,comparison_failed
d0606567efdcd0c2,dagri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_120x84_65.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_120x84_65.jpg,False,,comparison_failed
d0606567efdcd0c2,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0048.jpg,False,,comparison_failed
d0606567efdcd0c2,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_120x84_1.jpg,False,,comparison_failed
d0606567efdcd0c2,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__List_of_Indian_cattle_breeds_-_Wikipedia.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_120x84_65.jpg,False,,comparison_failed
d0606567efdcd0c2,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0048.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_120x84_1.jpg,False,,comparison_failed
d0606567efdcd0c2,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0048.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_120x84_65.jpg,False,,comparison_failed
d0606567efdcd0c2,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_120x84_1.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_120x84_65.jpg,False,,comparison_failed
f879727268c1d296,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Native_Cow_Breeds_.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_221x229_7 (2).jpg,False,,comparison_failed
85d03b3f4b606a4f,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Punganur_Cow_Breed_.jpg,punganur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\punganur\DS02__Punganur_Cow_Breed_ (2).jpg,False,,comparison_failed
87567031698bdf49,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS04__bachaur_0001.jpg,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0043.jpg,False,,comparison_failed
87567031698bdf49,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS04__bachaur_0001.jpg,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000143.jpg,False,,comparison_failed
87567031698bdf49,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS04__bachaur_0001.jpg,nagori,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000143.jpg,False,,comparison_failed
d0d2333ded0cf245,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS04__bachaur_0002.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_275x183_5.jpg,False,,comparison_failed
96c93532cb14e2eb,badri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\badri\DS02__Breeds_of_cattle_buffalo_Agriculture.jpg,red-dane,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle36.jpg,False,,comparison_failed
d5011274de3e3787,badri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\badri\DS02__image_259x194_53.jpg,motu,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\motu\DS02__image_259x194_13.jpg,False,,comparison_failed
81052f7ec4f1991f,badri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\badri\DS02__Native_Cow_Breeds_ (2).jpg,ghumusari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__Native_Cow_Breeds_.jpg,False,,comparison_failed
d4cb8cb4997e2c0b,badri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\badri\DS02__Types_of_Desi_Cow_Breeds_in_India_ (1).jpg,himachali-pahari,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\himachali-pahari\DS02__Types_of_Desi_Cow_Breeds_in_India_.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,mehsana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_259x194_10.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0137.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS06__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS04__toda_0089.jpg,False,,comparison_failed
f914ee6e183c9d11,banni,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__1280px-Water_buffalo_bull-_near_Mehsana-_Gujarat-_India-_3.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS10__Toda_58.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,mehsana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_259x194_10.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0137.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS06__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS04__toda_0089.jpg,False,,comparison_failed
f914ee6e183c9d11,kalahandi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_250x188_14.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS10__Toda_58.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,mehsana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_259x194_10.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0137.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS06__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,nagpuri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_41.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS04__toda_0089.jpg,False,,comparison_failed
f914ee6e183c9d11,marathwadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_10.jpg,toda,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS10__Toda_58.jpg,False,,comparison_failed
