path,breed,dataset_code,old_is_grayscale,new_is_grayscale,method,mean_channel_diff
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_351_png.rf.aec6815a067a175224ff00d88fd81a91.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_352_jpg.rf.2c5b7b8417b0955bde38b27bd5f07c9a.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_353_png.rf.29ead29ad337fa52db56ad24157a75d3.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_354_png.rf.983a5b2e00dbdbb92219c8f50a3a8a12.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_355_png.rf.8425f7f66f0b281661e7e2a28192324a.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_356_png.rf.7e15f3fb49a0b2890e91518416485b42.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_357_png.rf.d95396ac79144ca4ec1a8da6231a1fd8.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_358_jpg.rf.22d719a43462cded2399ae51c2aa5250.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_359_png.rf.87a5963ac05424c6f736f10fc2b7e176.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_35_png.rf.52a6977179351345a17bece695d4720c.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_360_png.rf.8f80757c42bd39491c5f07de84bcfbd0.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_361_jpg.rf.cee3fe765e788ad6fc1824a35cbf7c51.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_362_png.rf.9c71d2835c874d3b702e908808d90a99.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_363_png.rf.42b0f325a48e9ba6d5a1d82bd6b291e0.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_365_jpg.rf.db2c60e63a9bf7804a1de66b612501b1.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_366_jpg.rf.5d9630834d3f2c53a3f4ed4c982d2394.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_367_png.rf.9dfb57c27820016a057a491f0b21e9cf.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_368_png.rf.71f4979679ed0fd655850c2233117e49.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_369_png.rf.6794deeac286e1f99c9b846541e321d0.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_36_png.rf.7f98e44418e5433b8cda3a1428f03c2f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_370_png.rf.5a389f4881600e8be57c410820c84f7f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_372_png.rf.21b9a2550832090a2de3c5827a9f7ee4.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_373_png.rf.d841a02aebdf3afbcd388a483f23732a.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_374_png.rf.f4ddc76f46c1c1a58b70310e82477bfd.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_375_png.rf.d185bd18105623fcbf8eb43b088233ab.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_376_jpg.rf.be047f4547e100c7c5ef08d31d1d192b.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_377_jPG.rf.0dbd1bf0fbd94bfa8bd2637088cb4fe6.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_37_jpg.rf.a2979ae4166249d7bb209d957d96c79e.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_39_jpg.rf.c190457bfc64dcf7b61d35830be27f41.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_3_JPG.rf.6fcfdca91544a3c88881937b1d0fe873.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_40_png.rf.b7475b71c9a12132e8cdc5134ba87dd1.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_41_jpg.rf.a94fa4824ae04639495d672c595cd2dc.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_42_jpg.rf.f3e7c45c5d5cc138f1336ee106e84702.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_43_png.rf.4842b45a718312e37d0a59844cbe7af9.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_44_jpg.rf.3e0df036cc025014153b852e3ca9df17.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_46_jpg.rf.802c2603674247ef367cc67556b8c5de.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_47_jpg.rf.c60751b7ee3eb778c776f636d3747d10.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_48_jpg.rf.093cf18693a8db541887467a40f0c689.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_49_jpg.rf.8959e8e5262d61dbf5be64be616b76b6.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_4_jPG.rf.e2543822d944d43fa5763d7968a167a5.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_51_jpg.rf.8b5375e550e7ce209e1bc0f70f1b69e2.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_52_jpg.rf.eae2db2c420270c3f33a7d03bc17030f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_53_jpg.rf.0c7425a84d832323359717989f7f52c3.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_54_jpg.rf.aa3f44c0746ae2222af71e8674417a46.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_55_jpg.rf.adb64dda62e1b278b7ffdecd99d2f99d.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_56_png.rf.3405e5409e72ab87e877ee5c69052339.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_58_jpg.rf.7e57c2d87c77ceb89e465c84ca308982.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_59_jpg.rf.af680ce9c247df8475d7e791ded5ebd7.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_5_jPG.rf.7f2d3341c9f557853c59aeb2f65a42ea.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_60_jpg.rf.21293c1020389ee5ba43e669f49b6bd9.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_61_jpg.rf.4ca860d4fcc85959cdccd946ca45584f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_62_png.rf.11d88e08680309de45b609b68f144400.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_63_jpg.rf.2043daf73b318187ac56040a7c916173.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_64_jpg.rf.5c7e6bc2d1c5da8c871aa51d24e56649.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_65_jpg.rf.31cb1a24a0a5f090968a0c88d2aceaeb.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_66_jpg.rf.0994330e35b13e60f9d8c388b352f2f7.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_67_jpg.rf.3ff77ce1284b173309675cdcf57a3478.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_68_jpg.rf.d3d537ff5f523dbcb0b2288cad05fb63.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_69_jpg.rf.e1ff31e968306fca6ff8e136c85b5e16.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_71_jpg.rf.e5632ffa552d54e82c154d40b1edcf83.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_72_jpg.rf.71524487ea5c031a435bd0c4c1824022.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_73_jpg.rf.fb5c613a2edaa7a683f250f15de736f4.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_74_jpg.rf.eb6097e13732152fb849a51a4d86fc96.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_75_png.rf.d000c4244ec6fa65282e7950cacc1c00.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_76_jpg.rf.2c59b2f5fa801f47ae08bc1c8db53cf3.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_78_png.rf.5cb9bb74b38d09bc9abf9ec19899013f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_7_jPG.rf.8ae32c76aa1d4b4ca9d0e8b357cf376f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_80_jpg.rf.78fe70a6497ebde4d69f0aa3541b0e53.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_81_jpg.rf.8ef9a78e608c9566c7aadad812bada20.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_82_jpg.rf.511ee66a73611ceee6c2e910fa71ce54.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_83_jpg.rf.dcfcf064d09c6d56e4879d1da66c3c28.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_84_jpg.rf.9675bc9ee62475ca2eab8e7ef83e6179.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_86_jpg.rf.49be283c3f82587678a2b5385423c6e3.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_87_jpg.rf.28c1e5d484c7d4e1e88588b949fe29e3.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_88_jpg.rf.e3a1798fe2b03a41b61502398eedf070.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_89_png.rf.eeafc127e524f9580e69dafa4f12e526.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_8_jPG.rf.6999640c3c2740dd336dbc6b39be4245.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_90_jpg.rf.afd379f641b4a28d5936643a074bf49f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_91_jpg.rf.93cdb355b6f2ec454afd89c5861f07e0.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_92_png.rf.2b458266a180ade96773adc0cce11c4d.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_94_jpg.rf.aa49356e313f31e48c12f979423ed0c0.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_95_jpg.rf.4e62df80f208b6d9c5ea074c42819a48.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_96_jpg.rf.426fa419e268510b876e6bd494f65d74.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_97_jpeg.rf.a74603ec1c65a3b4a0414772e448a88d.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_98_jpg.rf.580c9f3596538e1dab4c669075e78c2e.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_99_jpg.rf.b93fb466362d373c0462cebeb6d6c67f.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS08__Gir_9_jPG.rf.423a9ab98779a25cedbcbc845e2dbfd1.jpg,gir,DS08,False,True,channel_analysis,0.0
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gir\DS11__Gir_293.jpg,gir,DS11,False,True,channel_analysis,6.2
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_321.jpg,sahiwal,DS02,False,True,channel_analysis,6.61
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_357__aug1_sahiwal_263.png,sahiwal,DS02,False,True,channel_analysis,7.26
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_36.jpg,sahiwal,DS02,False,True,channel_analysis,7.17
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_82.jpg,sahiwal,DS02,False,True,channel_analysis,7.18
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_146.jpg,sahiwal,DS03,False,True,channel_analysis,7.01
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_211.jpg,sahiwal,DS03,False,True,channel_analysis,7.09
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_219.jpg,sahiwal,DS03,False,True,channel_analysis,4.26
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_225.jpg,sahiwal,DS03,False,True,channel_analysis,4.8
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_239.jpg,sahiwal,DS03,False,True,channel_analysis,7.83
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_26.jpg,sahiwal,DS03,False,True,channel_analysis,7.29
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_291.jpg,sahiwal,DS03,False,True,channel_analysis,7.91
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_321.jpg,sahiwal,DS03,False,True,channel_analysis,3.73
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_350.jpg,sahiwal,DS03,False,True,channel_analysis,7.62
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_357.png,sahiwal,DS03,False,True,channel_analysis,4.93
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_36.jpg,sahiwal,DS03,False,True,channel_analysis,3.93
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_378.jpg,sahiwal,DS03,False,True,channel_analysis,7.01
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_417.jpg,sahiwal,DS03,False,True,channel_analysis,7.01
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_418.jpg,sahiwal,DS03,False,True,channel_analysis,5.73
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_434.jpg,sahiwal,DS03,False,True,channel_analysis,7.41
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_437.jpg,sahiwal,DS03,False,True,channel_analysis,7.28
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_66.jpg,sahiwal,DS03,False,True,channel_analysis,7.31
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_72.jpg,sahiwal,DS03,False,True,channel_analysis,5.12
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_79.jpg,sahiwal,DS03,False,True,channel_analysis,6.08
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_82.jpg,sahiwal,DS03,False,True,channel_analysis,3.93
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_86.jpg,sahiwal,DS03,False,True,channel_analysis,7.33
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_89.jpg,sahiwal,DS03,False,True,channel_analysis,6.31
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS04__sahiwal_0144.jpg,sahiwal,DS04,False,True,channel_analysis,5.74
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS04__sahiwal_0151.jpg,sahiwal,DS04,False,True,channel_analysis,6.32
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS04__sahiwal_0258__aug1_sahiwal_227.jpg,sahiwal,DS04,False,True,channel_analysis,7.36
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS04__sahiwal_0437__aug1_sahiwal_395.jpg,sahiwal,DS04,False,True,channel_analysis,7.33
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot0_b0_8_jpg.rf.16ed2da3be3707ed79975d043e474f20.jpg,sahiwal,DS05,False,True,channel_analysis,7.04
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot15_b0_8_jpg.rf.aa1f6e09fa6946a44dfa72b049ff93f3.jpg,sahiwal,DS05,False,True,channel_analysis,4.38
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot15_b1_0_jpg.rf.c967aef071c2bb90cd773743b6f8a09e__aug1_sahiwal_794.jpg,sahiwal,DS05,False,True,channel_analysis,7.51
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot15_b1_2_jpg.rf.faa170f1392e0c9a21e2dde4c4d57cfc__aug2_sahiwal_794.jpg,sahiwal,DS05,False,True,channel_analysis,7.08
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b0_8_jpg.rf.f820fc886a8aa3141ab4da59d68f0f1a.jpg,sahiwal,DS05,False,True,channel_analysis,3.41
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b1_0_jpg.rf.7eb51434e7bd76dfa42564873f83e9fd__aug1_sahiwal_795.jpg,sahiwal,DS05,False,True,channel_analysis,6.27
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__1000_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b1_2_jpg.rf.944d18a7669eb3b2559d492db12ee345__aug2_sahiwal_795.jpg,sahiwal,DS05,False,True,channel_analysis,6.09
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_1366236815_HpAkMrjFZvIZjewc4o1QBVoWTE4l04Jf_rot30_b0_8_jpg.rf.799b2a805a0e96c321ff92415a3954d4.jpg,sahiwal,DS05,False,True,channel_analysis,7.66
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot15_b0_8_jpg.rf.852384f60505f463d99995dae2129a77__aug3_sahiwal_794.jpg,sahiwal,DS05,False,True,channel_analysis,4.97
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot15_b1_0_jpg.rf.3640f8074eb7184c22c80e7eb5ba3002__aug4_sahiwal_794.jpg,sahiwal,DS05,False,True,channel_analysis,6.6
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b0_8_jpg.rf.0a24d2e3ab02253657c67f4a1161e9d0__aug3_sahiwal_795.jpg,sahiwal,DS05,False,True,channel_analysis,3.66
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b1_0_jpg.rf.a777b7903b4baf397dc3897f3a059db0__aug4_sahiwal_795.jpg,sahiwal,DS05,False,True,channel_analysis,4.63
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_387332421_pKQkTcCJwRCFmmg4wppg0TkWYJOmVNCA_rot30_b1_2_jpg.rf.bef481a65b3b5f25311c3cdeecb9beaa__aug5_sahiwal_795.jpg,sahiwal,DS05,False,True,channel_analysis,7.11
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot15_b0_8_jpg.rf.f060751b39410e7362f95874b29ed21c.jpg,sahiwal,DS05,False,True,channel_analysis,4.95
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot15_b1_0_jpg.rf.4f5af77a15cd3f9994408fc6522f8dda__aug1_sahiwal_830.jpg,sahiwal,DS05,False,True,channel_analysis,7.7
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot15_b1_2_jpg.rf.1d3cc982fd7a527af1ed8b38428219f1__aug2_sahiwal_830.jpg,sahiwal,DS05,False,True,channel_analysis,7.9
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot30_b0_8_jpg.rf.89ce36c99b66311c84dee2aebd075acb.jpg,sahiwal,DS05,False,True,channel_analysis,3.89
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot30_b1_0_jpg.rf.824f46311f72e8f8c123183f129edf21__aug1_sahiwal_831.jpg,sahiwal,DS05,False,True,channel_analysis,6.67
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS05__360_F_410373851_pXeheRCFYte0NFP1mwWhJYrYKRX04ajj_rot30_b1_2_jpg.rf.e4dd95e8677de2c3ce5d73f78441b5b3__aug2_sahiwal_831.jpg,sahiwal,DS05,False,True,channel_analysis,6.7
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS06__Sahiwal_225__aug1_sahiwal_774.jpg,sahiwal,DS06,False,True,channel_analysis,7.65
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS06__Sahiwal_321__aug2_sahiwal_227.jpg,sahiwal,DS06,False,True,channel_analysis,7.33
