path,breed,dataset_code,source_type,role,width,height,format,mode,is_grayscale,aspect_ratio,resolution_category,file_size_bytes,status,grayscale_detection_method
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_440.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,468220,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_441.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,582060,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_442.jpg,sahiwal,DS02,original,canonical,1200,749,JPEG,RGB,False,1.602,large,93418,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_443.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,507863,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_444.jpg,sahiwal,DS02,original,canonical,626,517,JPEG,RGB,False,1.211,large,72840,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_445.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,427711,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_446__aug1_sahiwal_219.jpg,sahiwal,DS02,synthetic_augmented,augmented,480,360,JPEG,RGB,False,1.333,medium,80527,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_45.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,128000,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_46.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,475152,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_47.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,471062,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_48.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,401389,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_49.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,492407,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_5.JPG,sahiwal,DS02,original,canonical,900,450,JPEG,RGB,False,2.0,medium,218278,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_50.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,1572729,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_51.jpg,sahiwal,DS02,original,canonical,500,500,JPEG,RGB,False,1.0,large,36583,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_52.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,528065,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_53.jpg,sahiwal,DS02,original,canonical,480,360,JPEG,RGB,False,1.333,medium,15754,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_54.jpg,sahiwal,DS02,original,canonical,200,150,JPEG,RGB,False,1.333,small,8123,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_55.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,479538,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_56.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,535354,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_57.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,425776,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_58.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,604219,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_59.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,535129,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_6.JPG,sahiwal,DS02,original,canonical,640,480,JPEG,RGB,False,1.333,medium,129054,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_60.jpg,sahiwal,DS02,original,canonical,390,280,JPEG,RGB,False,1.393,medium,41215,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_61.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,579274,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_62.jpg,sahiwal,DS02,original,canonical,300,189,JPEG,RGB,False,1.587,small,11840,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_63.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,583853,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_64.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,463045,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_65.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,187061,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_66.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,365349,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_67.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,640530,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_68.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,580557,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_7.JPG,sahiwal,DS02,original,canonical,898,507,JPEG,RGB,False,1.771,large,163354,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_70.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,547257,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_71.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,481499,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_72.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,464477,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_73.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,1981020,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_74.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,523293,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_75.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,534716,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_76.jpg,sahiwal,DS02,original,canonical,480,360,JPEG,RGB,False,1.333,medium,28351,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_77.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,532674,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_78__aug1_sahiwal_390.jpg,sahiwal,DS02,synthetic_augmented,augmented,200,200,JPEG,RGB,False,1.0,medium,22654,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_79.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,351429,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_8.JPG,sahiwal,DS02,original,canonical,900,513,JPEG,RGB,False,1.754,large,226101,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_80.jpg,sahiwal,DS02,original,canonical,250,250,JPEG,RGB,False,1.0,medium,18700,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_81.jpg,sahiwal,DS02,original,unique,582,378,JPEG,RGB,False,1.54,medium,78445,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_82.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,True,1.778,large,370341,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_83__aug1_sahiwal_396.jpg,sahiwal,DS02,synthetic_augmented,augmented,1280,720,JPEG,RGB,False,1.778,large,171285,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_84.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,506866,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_85.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,2156228,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_86.jpg,sahiwal,DS02,original,canonical,200,353,JPEG,RGB,False,0.567,medium,17952,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_87.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,1715657,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_88.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,523755,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_89.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,473707,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_9.JPG,sahiwal,DS02,original,canonical,900,506,JPEG,RGB,False,1.779,large,220235,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_90.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,462720,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_91.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,406162,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_92.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,444718,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_93.jpg,sahiwal,DS02,original,canonical,3648,2736,JPEG,RGB,False,1.333,large,2586036,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_94.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,1930171,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_95.jpg,sahiwal,DS02,original,canonical,281,500,JPEG,RGB,False,0.562,medium,20361,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_96__aug2_sahiwal_63.jpg,sahiwal,DS02,synthetic_augmented,augmented,200,200,JPEG,RGB,False,1.0,medium,18714,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_97.jpg,sahiwal,DS02,original,canonical,1280,720,JPEG,RGB,False,1.778,large,513408,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_98.png,sahiwal,DS02,original,canonical,1920,1080,PNG,RGBA,False,1.778,large,1864573,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS02__Sahiwal_99__aug1_sahiwal_412.jpg,sahiwal,DS02,synthetic_augmented,augmented,200,200,JPEG,RGB,False,1.0,medium,17740,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_1.JPG,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7181,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_100.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7455,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_101.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,8678,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_102.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7559,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_103.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,8773,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_104.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,9942,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_105.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,10384,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_106.png,sahiwal,DS03,original,unique,224,224,PNG,RGB,False,1.0,medium,67929,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_107__aug1_sahiwal_10.jpg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,19189,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_108.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,6538,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_109.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9423,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_10__aug1_sahiwal_2.JPG,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,19564,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_11.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,7013,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_110.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,40838,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_111.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7019,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_112.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,56637,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_113.jpeg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,8382,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_114.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,8344,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_115.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,10030,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_117__aug1_sahiwal_429.jpg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,14957,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_118__aug2_sahiwal_21.jpeg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,22796,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_119.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,54377,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_12.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,7297,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_120.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,8482,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_121.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,64738,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_122.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7705,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_123.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7824,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_124__aug1_sahiwal_28.jpg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,22973,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_125.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9069,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_126.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,10875,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_127.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,10051,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_128.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,10236,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_129.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,11153,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_13.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7711,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_130.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,6465,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_131.png,sahiwal,DS03,original,unique,224,224,PNG,RGB,False,1.0,medium,66891,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_132.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,11337,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_133.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,10005,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_134__aug1_sahiwal_39.jpeg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,25556,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_135__aug1_sahiwal_40.jpg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,20657,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_136.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,7348,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_137.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,10278,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_138.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9297,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_139.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,8194,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_14.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9946,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_140.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,8272,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_141.jpeg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7698,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_142.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9474,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_143.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,64100,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_144.png,sahiwal,DS03,original,unique,224,224,PNG,RGB,False,1.0,medium,53038,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_145.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9827,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_146.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,True,1.0,medium,8589,ok,channel_analysis
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_148.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,8740,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_149.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7821,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_15.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,52161,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_150.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,9703,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_151.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,10140,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_153__aug1_sahiwal_449.jpeg,sahiwal,DS03,synthetic_augmented,augmented,224,224,JPEG,RGB,False,1.0,medium,16829,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_154.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,7907,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_155.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,6550,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_156.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,53474,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_157.jpg,sahiwal,DS03,original,unique,224,224,JPEG,RGB,False,1.0,medium,9993,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_158.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,49627,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_159.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,11158,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_16.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,8048,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_160.jpg,sahiwal,DS03,original,canonical,224,224,JPEG,RGB,False,1.0,medium,8044,ok,not_grayscale
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\sahiwal\DS03__Sahiwal_161.png,sahiwal,DS03,original,canonical,224,224,PNG,RGB,False,1.0,medium,33537,ok,not_grayscale
