breed,path_a,path_b,distance
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_28.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_041.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_29.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_042.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_3.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_043.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_31.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_045.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_33.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_047.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_34.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_048.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_35.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_049.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_38.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_052.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_39.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_053.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_4.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_054.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_40.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0180.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_42.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_057.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_43.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_76.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_47.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_062.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_5.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0190.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_50.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0191.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_52.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_068.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_55.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_071.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_56.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_072.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_59.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_075.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_61.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0203.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_61.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_078.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_63.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_080.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_66.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_083.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_67.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_084.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_7.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_087.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_70.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0213.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_71.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_089.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_72.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_090.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_73.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0216.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_73.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_091.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_75.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_093.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_76.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_094.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_8.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_098.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_80.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_099.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_81.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_100.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_82.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_101.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_88.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_107.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_108.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_9.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0234.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_9.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_109.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_91.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_111.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_92.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_112.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_93.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_113.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_94.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_114.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_95.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_115.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_96.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0241.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS03__Guernsey_96.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_116.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0141.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_016.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0145.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_020.jpg,8
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0185.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_060.jpg,6
guernsey,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS04__guernsey_0234.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\guernsey\DS11__Guernsey_109.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_105.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_105.jpg,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_108.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_108.png,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_28.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_28.jpg,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_3.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_3.jpg,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_56.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_68.png,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_68.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_68.png,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_1.JPG,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_001.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_108.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_011.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_112.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_016.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_118.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS04__hallikar_0016.jpg,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_118.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_022.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_119.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_023.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_121.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_026.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_126.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_031.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_132.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_038.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_133.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_039.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_136.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_042.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_141.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_048.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_147.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_054.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_151.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_059.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_157.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_065.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_167.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_076.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_172.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_082.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_19.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_098.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_24.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_104.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_25.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_105.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_30.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_111.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_32.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_113.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_33.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_114.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_38.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_119.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_5.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_132.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_53.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_136.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_62.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_146.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_66.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_150.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_68.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_152.jpg,8
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_7.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_154.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_76.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_161.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_82.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_168.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_85.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_171.jpg,6
hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS03__Hallikar_93.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS11__Hallikar_180.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_119.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_119.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_119.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_023.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_121.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_121.jpg,8
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_32.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_32.png,8
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_79.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_107.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_104.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_007.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_105.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_008.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_106.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_009.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_111.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_015.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_112.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_016.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_113.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_017.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_114.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_018.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_116.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_5.jpg,8
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_116.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_020.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_117.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_021.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_119.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_023.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_121.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_026.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_122.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_027.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_125.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_030.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_130.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_036.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_133.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_038.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_19.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_044.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_31.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_057.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_33.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_059.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_39.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_065.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_41.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_068.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_44.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_071.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_46.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_073.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_48.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_075.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_49.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_076.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_5.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_020.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_50.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_078.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_51.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_079.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_54.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_082.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_6.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_088.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_65.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_094.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_67.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_095.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_68.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_096.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_73.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_101.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_75.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_103.jpg,6
hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS03__Hariana_76.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS11__Hariana_104.jpg,6
