breed,dataset_code,dataset_full_name,original_path,cluster_id,duplicate_type,role,new_path
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0005.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0005.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0006.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0006.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0007.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0007.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0008.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0008.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0009.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0009.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0010.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0010.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0011.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0011.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0012.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0012.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0013.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0013.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0014.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0014.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0015.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0015.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0016.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0016.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0017.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0017.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0018.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0018.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0019.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0019.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0021.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0021.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0022.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0022.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0023.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0023.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0024.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0024.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0025.jpeg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0025.jpeg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0026.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0026.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0027.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0027.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0028.jpeg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0028.jpeg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0029.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0029.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0030.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0030.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0031.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0031.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0032.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0032.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0033.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0033.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0034.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0034.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0035.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0035.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0036.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0036.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0037.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0037.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0038.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0038.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0039.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0039.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0040.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0040.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0041.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0041.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0043.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0043.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0044.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0044.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0045.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0045.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0046.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0046.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0047.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0047.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0048.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0048.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0049.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0049.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0050.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0050.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0051.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0051.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0052.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0052.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0053.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0053.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0054.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0054.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0055.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0055.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0056.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0056.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0057.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0057.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0058.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0058.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0059.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0059.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0060.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0060.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0061.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0061.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0062.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0062.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0063.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0063.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0064.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0064.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0065.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0065.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0066.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0066.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0067.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0067.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0068.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0068.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0069.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0069.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0070.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0070.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0071.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0071.jpg
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0072.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0072.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0073.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0073.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0074.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0074.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0075.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0075.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0076.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0076.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0077.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0077.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0078.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0078.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0079.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0079.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0080.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0080.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0081.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0081.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0082.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0082.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0083.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0083.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0084.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0084.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0085.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0085.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0086.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0086.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0087.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0087.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0088.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0088.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0089.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0089.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0090.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0090.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0091.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0091.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0092.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0092.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0093.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0093.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0094.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0094.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0095.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0095.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0096.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0096.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0097.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0097.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0098.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0098.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0099.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0099.png
dangi,DS04,Breed-cattle-buffalo,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS04__dangi_0100.png,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS04__dangi_0100.png
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000009.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000009.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000017.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000017.jpg
dangi,DS06,CATTLE-BREED-RECOGNITION,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dangi\DS06__00000021.jpg,,,rejected_invalid,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\invalid_unreadable_at_dedup\dangi\DS06__00000021.jpg
