hash,path,breed
be5fc1b0a2c1c98e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_011.jpg,bhadawari
be5fc1b0a2c1c98e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS11__Mehsana_086.jpg,mehsana
be5fc1b0a2c1c98e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS11__Murrah_149.jpg,murrah
f5688a0778fc07c3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_018.jpg,bhadawari
f5688a0778fc07c3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS11__Toda_067.jpg,toda
a5a5ce52f178d291,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_020.jpg,bhadawari
a5a5ce52f178d291,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS11__Surti_040.jpg,surti
f29985e69818b763,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_029.jpg,bhadawari
f29985e69818b763,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS11__Nagpuri_159.jpg,nagpuri
f29985e69818b763,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS11__Toda_037.jpg,toda
a97c9681e8161ff1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_055.jpg,bhadawari
a97c9681e8161ff1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS11__Toda_047.jpg,toda
a61cd763ebe0e0b0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_063.jpg,bhadawari
a61cd763ebe0e0b0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS11__Toda_046.jpg,toda
ea3c94c3e3389a95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhadawari\DS11__Bhadawari_079.jpg,bhadawari
ea3c94c3e3389a95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS11__Nagpuri_027.jpg,nagpuri
ea3c94c3e3389a95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS11__Surti_002.jpg,surti
ea3c94c3e3389a95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS11__Surti_019.jpg,surti
ea3c94c3e3389a95,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS11__Surti_022.jpg,surti
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhelai\DS02__IMPORTANT_BREEDS_OF_CATTLE (2).jpg,bhelai
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_120.jpg,krishna-valley
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0039.jpg,krishna-valley
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_120.jpg,krishna-valley
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_120.jpg,krishna-valley
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nimari\DS02__00000398.png,nimari
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nimari\DS04__nimari_0061.png,nimari
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nimari\DS06__00000398.png,nimari
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nimari\DS10__00000398.png,nimari
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS02__00000372.jpg,rathi
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS04__rathi_0108.jpg,rathi
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS06__00000372.jpg,rathi
d9dd85a1303c6cc7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS10__00000372.jpg,rathi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bhelai\DS02__IMPORTANT_BREEDS_OF_CATTLE.jpg,bhelai
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS02__00000181.jpg,rathi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS04__rathi_0073.jpg,rathi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS06__00000181.jpg,rathi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS10__00000181.jpg,rathi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-sindhi\DS02__Red_Sindhi_96.jpg,red-sindhi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-sindhi\DS04__red_sindhi_0169.jpg,red-sindhi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-sindhi\DS06__Red_Sindhi_96.jpg,red-sindhi
ba349106648a5ff7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-sindhi\DS10__Red_Sindhi_96.jpg,red-sindhi
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\binjharpuri\DS04__binjharpuri_0001.jpg,binjharpuri
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0025.jpg,kherigarh
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS10__00000079.jpg,kherigarh
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS04__nagori_0035.jpg,nagori
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS06__00000108.jpg,nagori
ca0e713dace654cc,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS10__00000108.jpg,nagori
bfbb6b44444c4ca3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_122.jpg,brown-swiss
bfbb6b44444c4ca3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_182.jpg,holstein-friesian
bf3b50f605cd04e4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_8.jpg,brown-swiss
bf3b50f605cd04e4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS03__Nagpuri_61.png,nagpuri
c3ef3c1a0e65714c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS03__Brown_Swiss_89.jpg,brown-swiss
c3ef3c1a0e65714c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_284.jpg,holstein-friesian
bbbbbbe060584c98,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS04__brown_swiss_0271.jpg,brown-swiss
bbbbbbe060584c98,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0331.jpg,holstein-friesian
bbbbbbe060584c98,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS07__RedDanecattle47.jpg,red-dane
c3ed3c988eb23155,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS04__brown_swiss_0458.jpg,brown-swiss
c3ed3c988eb23155,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0444.jpg,holstein-friesian
fa2f83c0e491e565,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS07__BrownSwisscattle11.jpg,brown-swiss
fa2f83c0e491e565,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS04__red_dane_0070.jpg,red-dane
fa2f83c0e491e565,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS06__Red_Dane_161.jpg,red-dane
fa2f83c0e491e565,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\red-dane\DS10__Red_Dane_161.jpg,red-dane
bbbbe944c444cca3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS11__Brown_Swiss_027.jpg,brown-swiss
bbbbe944c444cca3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_093.jpg,holstein-friesian
c3edbc1a8665f04c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\brown-swiss\DS11__Brown_Swiss_214.jpg,brown-swiss
c3edbc1a8665f04c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS11__Holstein_Friesian_206.jpg,holstein-friesian
c2dd9271d4aea552,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__Buffalo_Farming_in_Raipur_Chhattisgarh_.jpg,chhattisgarhi
c2dd9271d4aea552,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__Top_Buffalo_Farming_in_Nagpur_near_me_.jpg,nagpuri
ef82bc21c15e14d7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__ICAR-NDRI_Clones_Endangered_Wild_.jpg,chhattisgarhi
ef82bc21c15e14d7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_310x163_1.jpg,toda
ee951b197821a567,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_200x150_67.jpg,chhattisgarhi
ee951b197821a567,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_250x188_36.jpg,toda
b5c8c036ddf3b680,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_200x252_63.jpg,chhattisgarhi
b5c8c036ddf3b680,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_200x252_65.jpg,nagpuri
b8c1b32c4d3eb670,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_222x150_66.jpg,chhattisgarhi
b8c1b32c4d3eb670,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_222x150_63.jpg,nagpuri
b8c1b32c4d3eb670,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_222x150_55.jpg,toda
ea2e8d81e3e1705e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_225x225_2.jpg,chhattisgarhi
ea2e8d81e3e1705e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__The_Murrah_Buffalo_Black_Gold_of_India_.jpg,murrah
ea2e8d81e3e1705e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__image_225x225_1.jpg,surti
ea2e8d81e3e1705e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__The_Murrah_Buffalo_Black_Gold_of_India_.jpg,surti
ada9d5d5b1b38242,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_225x225_4.jpg,chhattisgarhi
ada9d5d5b1b38242,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_225x225_2.jpg,kalahandi
e20e8763dc929aad,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_259x194_9.jpg,chhattisgarhi
e20e8763dc929aad,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__Dairy_Farming_Buffalo_Pics.jpg,chilika
a05bdb8e1d3c3692,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_271x186_7.jpg,chhattisgarhi
a05bdb8e1d3c3692,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS04__toda_0128.jpg,toda
a05bdb8e1d3c3692,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS10__Toda_93.jpg,toda
afc8d23b299624c7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_281x179_15.jpg,chhattisgarhi
afc8d23b299624c7,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_281x179_10.jpg,kalahandi
e9859edae06c9c25,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_300x168_3.jpg,chhattisgarhi
e9859edae06c9c25,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_300x168_1.jpg,toda
c066d8686733df26,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_300x168_34.jpg,chhattisgarhi
c066d8686733df26,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_300x168_38.jpg,nagpuri
a63ed883177d0f24,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__image_50x50_1 (5).jpg,chhattisgarhi
a63ed883177d0f24,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_50x50_4.jpg,marathwadi
e92e903d7125de62,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chhattisgarhi\DS01__Top_Murrah_Buffalo_Distributors_in_.jpg,chhattisgarhi
e92e903d7125de62,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\murrah\DS01__Top_Murrah_Buffalo_Distributors_in_.jpg,murrah
e92e903d7125de62,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS01__Top_Murrah_Buffalo_Distributors_in_Mowa_.jpg,surti
f01a0fe1689e536d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__BUFFALO_BREEDS (3).jpg,chilika
f01a0fe1689e536d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__BUFFALO_BREEDS.jpg,luit
f01a0fe1689e536d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_285x177_2.jpg,nagpuri
fa2b8595347c9a43,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_200x150_76.jpg,chilika
fa2b8595347c9a43,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_200x150_57.jpg,marathwadi
e79a982663998ae6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_248x203_61.jpg,chilika
e79a982663998ae6,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_248x203_66.jpg,nagpuri
adb8c1514a2f2eb5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_250x187_17.jpeg,chilika
adb8c1514a2f2eb5,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_259x194_39.jpg,marathwadi
ad2ecec1e068993e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_251x201_3.jpg,chilika
ad2ecec1e068993e,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gojri\DS01__image_251x201_38.jpg,gojri
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_252x200_8.jpg,chilika
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gojri\DS01__image_225x225_42.jpg,gojri
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_252x200_35.jpg,marathwadi
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS01__image_252x200_3.jpg,mehsana
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS04__mehsana_0069.jpg,mehsana
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mehsana\DS10__Mehsana_62.jpg,mehsana
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS04__surti_0039.jpg,surti
a759d0a4393b823f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS10__Surti_37.jpg,surti
ea2d9dc2e0909c6f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_254x199_1.jpg,chilika
ea2d9dc2e0909c6f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kalahandi\DS01__image_254x199_1.jpg,kalahandi
ea2d9dc2e0909c6f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0022.jpg,nagpuri
ea2d9dc2e0909c6f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_11.jpg,nagpuri
96d681a9e80e1bed,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_259x194_11.jpg,chilika
96d681a9e80e1bed,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gojri\DS01__image_259x194_46 (2).jpg,gojri
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_260x194_5.jpg,chilika
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS04__luit_(swamp)_0001.jpg,luit
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS04__luit_(swamp)_0003.jpg,luit
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS04__luit_(swamp)_0005.jpg,luit
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS04__luit_(swamp)_0007.jpg,luit
a7d1d39735652522,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS04__luit_(swamp)_0009.jpg,luit
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_266x190_1.jpg,chilika
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__image_266x190_3 (2).jpg,luit
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__image_266x190_3 (3).jpg,luit
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__image_266x190_3.jpg,luit
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_266x190_3.jpg,toda
bb8ec5c32c9e9264,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_266x190_45.jpg,toda
d664cc933d3c64d2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_281x180_1.jpg,chilika
d664cc933d3c64d2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\marathwadi\DS01__image_281x180_48.jpg,marathwadi
a531f363638d95c2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_291x173_5.jpg,chilika
a531f363638d95c2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\toda\DS01__image_291x173_11.jpg,toda
eb1c94c761705a6d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_300x168_2.jpg,chilika
eb1c94c761705a6d,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS01__image_259x194_8.jpg,nagpuri
c864b4cbcbcaf40b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_318x159_2.jpg,chilika
c864b4cbcbcaf40b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS04__nagpuri_0133.jpg,nagpuri
c864b4cbcbcaf40b,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagpuri\DS10__Nagpuri_38.jpg,nagpuri
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__image_344x146_1.jpg,chilika
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS04__surti_0026.jpg,surti
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__surti-buffalo_jpg.rf.b53746b62e90de3e0ce14d660772103c.jpg,surti
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__surti-buffalo_rot0_b0_8_jpg.rf.8b34d0a70fc68b48bfcd4fbaf6bb591a.jpg,surti
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS05__surti-buffalo_rot0_b1_jpg.rf.192bb3f080d51c374766253844387b33.jpg,surti
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS06__Surti_23.jpg,surti
e23b9d9427699855,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\surti\DS10__Surti_23.jpg,surti
b5639e1ad84e649c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\chilika\DS01__Manda_buffalo_of_Odishas_Koraput_gets_.jpg,chilika
b5639e1ad84e649c,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\luit\DS01__Manda_buffalo_of_Odishas_Koraput_gets_.jpg,luit
bb7a4c0f8be0f094,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\cholistani\DS09__cholistani_169.jpg,cholistani
bb7a4c0f8be0f094,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS02__00000067.jpg,rathi
bb7a4c0f8be0f094,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS04__rathi_0040.jpg,rathi
bb7a4c0f8be0f094,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS06__00000067.jpg,rathi
bb7a4c0f8be0f094,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\rathi\DS10__00000067.jpg,rathi
af6ac084b5ccda33,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__II_ (1).jpg,dagri
af6ac084b5ccda33,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__II_.jpg,ghumusari
cc8ee3e1e198bca4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_168x299_54.jpg,dagri
cc8ee3e1e198bca4,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_168x299_59.jpg,shweta-kapila
d87639b971ae8059,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_168x299_55.jpg,dagri
d87639b971ae8059,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_168x299_30.jpg,shweta-kapila
d87639b971ae8059,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_168x299_58.jpg,shweta-kapila
a5ad282b2d89dbd1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_168x300_53.jpg,dagri
a5ad282b2d89dbd1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__image_168x300_13.jpg,ghumusari
84732b8fd4602edb,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_194x259_45.jpg,dagri
84732b8fd4602edb,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__image_194x259_32.jpg,ghumusari
c2cb6b3a82827377,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_194x259_58.jpg,dagri
c2cb6b3a82827377,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_194x259_43.jpg,shweta-kapila
c2cb6b3a82827377,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_194x259_61.jpg,shweta-kapila
98949637654fcad2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_217x232_28.jpg,dagri
98949637654fcad2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_217x232_42.jpg,gangatiri
c89b376d5ed6c600,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_224x225_25.jpg,dagri
c89b376d5ed6c600,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_224x225_37.jpg,gangatiri
8e0d26367e59c1f1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_225x225_41.jpg,dagri
8e0d26367e59c1f1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_225x225_34.jpg,gangatiri
a282b031b9bc9bdb,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_225x225_42.jpg,dagri
a282b031b9bc9bdb,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_225x225_46.jpg,malvi
898dfd4b0d98bc13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_225x225_43.jpg,dagri
898dfd4b0d98bc13,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\mewati\DS02__image_225x225_41.jpg,mewati
db59a43d36965982,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_225x225_45.jpg,dagri
db59a43d36965982,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_225x225_30.jpg,gangatiri
db59a43d36965982,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_225x225_37.jpg,shweta-kapila
db59a43d36965982,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_225x225_46.jpg,shweta-kapila
d5df7a6b05919444,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_242x208_57.jpg,dagri
d5df7a6b05919444,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_242x208_53.jpg,shweta-kapila
809a6f2d78d463e3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_11 (2).jpg,dagri
809a6f2d78d463e3,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_259x194_31.jpg,shweta-kapila
8d9d3c3f9e8e88a0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_11.jpg,dagri
8d9d3c3f9e8e88a0,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__image_259x194_34.jpg,ghumusari
86c86e6e4d5d70d1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_12.jpg,dagri
86c86e6e4d5d70d1,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ghumusari\DS02__image_259x194_37.jpg,ghumusari
9690616f58197775,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_13.jpg,dagri
9690616f58197775,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\nagori\DS02__image_259x194_33.jpg,nagori
d96b36388b8d8d29,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_16 (2).jpg,dagri
d96b36388b8d8d29,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_259x194_32.jpg,shweta-kapila
9cc60e4ecb9297b2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_17.jpg,dagri
9cc60e4ecb9297b2,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_259x194_35.jpg,shweta-kapila
c0c1373c3e3a133f,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\dagri\DS02__image_259x194_5 (2).jpg,dagri
